shipment_id,route_id,synthetic_shipment_date,commodity_type,commodity_temp_ideal_c,commodity_shelf_life_hours,commodity_delay_tolerance_hours,transport_mode,distance_km,estimated_duration_hours,wave_height_m,wave_category,wind_speed_kmh,weather_condition,port_status_flag,port_ambient_temp_c,cold_chain_equipment,max_cargo_temp_excess_c,historical_delay_avg_hours,historical_damage_rate,departure_hour,risk_score,risk_level
synthetic-000030,darat-000,2026-01-06,Salmon Segar,0.5,72,6,darat,309.4,6.8,0.0,Tenang,13.18,Hujan Ringan,1,30.0,pasif,19.21,2.54,0.0805,18,45.39,Low
synthetic-011751,kombinasi-016,2026-01-06,Es Krim,-19.0,2160,2,kombinasi,1168.5,46.46,0.211,Tenang,5.0,Cerah,1,28.96,reefer,0.0,20.6,0.2284,19,50.54,Low
synthetic-009574,laut-065,2026-01-06,Es Krim,-19.0,2160,2,laut,3771.6,141.52,0.795,Rendah,5.0,Berawan,1,28.83,pasif,49.05,46.51,0.3175,10,73.33,Medium
synthetic-002762,darat-036,2026-01-06,Buah Potong Segar,3.0,48,4,darat,230.8,4.41,0.0,Tenang,11.29,Hujan Ringan,1,30.0,reefer,0.0,1.73,0.0745,7,29.11,Low
synthetic-000779,darat-009,2026-01-06,Tuna Segar,0.5,96,4,darat,137.6,3.27,0.0,Tenang,19.57,Cerah,1,30.0,reefer,0.0,2.32,0.0739,5,8.02,Low
synthetic-005367,laut-005,2026-01-06,Es Krim,-19.0,2160,2,laut,1320.8,56.69,0.459,Tenang,8.35,Cerah Berawan,1,27.54,reefer,0.0,21.0,0.2383,6,49.62,Low
synthetic-013229,kombinasi-035,2026-01-06,Salmon Segar,0.5,72,6,kombinasi,2044.7,78.56,0.828,Rendah,8.91,Cerah Berawan,1,30.07,reefer,0.0,33.19,0.406,22,73.33,Medium
synthetic-004841,darat-068,2026-01-06,Susu Segar,2.5,168,8,darat,455.8,9.91,0.0,Tenang,27.93,Cerah,1,30.0,reefer,0.0,8.2,0.0941,13,38.99,Low
synthetic-013340,kombinasi-036,2026-01-06,Sayuran Daun Segar,2.0,72,6,kombinasi,1256.9,46.9,3.249,Tinggi,29.38,Berawan Tebal,0,31.03,reefer,0.0,25.4,0.3833,15,89.68,High
synthetic-012837,kombinasi-030,2026-01-07,Es Krim,-19.0,2160,2,kombinasi,2074.5,82.42,1.17,Rendah,20.32,Berawan,1,34.73,pasif,44.76,34.35,0.3378,6,73.33,Medium
synthetic-007181,laut-031,2026-01-07,Udang Segar,2.0,48,4,laut,1766.8,73.14,1.032,Rendah,16.56,Cerah,1,26.57,reefer,0.0,31.43,0.3219,15,73.1,Medium
synthetic-011389,kombinasi-011,2026-01-07,Udang Segar,2.0,48,4,kombinasi,2276.4,93.42,2.168,Sedang,26.11,Hujan Ringan,1,25.1,reefer,0.0,33.8,0.2666,3,74.38,Medium
synthetic-006039,laut-016,2026-01-07,Salmon Segar,0.5,72,6,laut,1241.1,59.81,0.579,Rendah,5.0,Berawan,1,35.32,reefer,0.0,24.82,0.3514,12,69.04,Medium
synthetic-010077,laut-073,2026-01-07,Udang Segar,2.0,48,4,laut,1515.4,58.74,0.199,Tenang,6.4,Cerah,1,34.52,reefer,0.0,27.92,0.3185,21,65.14,Medium
synthetic-004361,darat-061,2026-01-07,Udang Beku,-19.0,4320,48,darat,197.8,4.18,0.0,Tenang,34.26,Cerah Berawan,1,30.0,reefer,0.0,2.33,0.0798,6,7.93,Low
synthetic-011326,kombinasi-010,2026-01-07,Buah Potong Segar,3.0,48,4,kombinasi,947.5,42.86,8.673,Ekstrem,83.81,Hujan Badai,0,28.55,reefer,0.0,26.34,0.3554,2,96.67,High
synthetic-013696,kombinasi-040,2026-01-07,Ayam Segar,2.0,48,6,kombinasi,3090.1,119.6,0.212,Tenang,5.0,Cerah,1,34.89,reefer,0.0,48.44,0.4023,13,70.0,Medium
synthetic-008171,laut-045,2026-01-07,Salmon Segar,0.5,72,6,laut,728.9,38.81,0.459,Tenang,5.0,Cerah,1,28.19,reefer,0.0,18.79,0.2267,7,52.13,Low
synthetic-013210,kombinasi-034,2026-01-07,Udang Segar,2.0,48,4,kombinasi,549.3,27.05,0.743,Rendah,19.72,Cerah Berawan,1,24.72,reefer,0.0,15.99,0.1512,2,52.73,Low
synthetic-009261,laut-060,2026-01-07,Sayuran Daun Segar,2.0,72,6,laut,2132.7,82.43,1.201,Rendah,22.49,Cerah Berawan,1,25.93,reefer,0.0,32.91,0.3908,19,72.63,Medium
synthetic-012936,kombinasi-031,2026-01-07,Daging Sapi Segar,1.5,120,12,kombinasi,1066.9,44.96,2.55,Tinggi,24.29,Hujan Lebat,0,27.92,reefer,0.0,27.86,0.3651,11,85.17,High
synthetic-005169,laut-002,2026-01-07,Es Krim,-19.0,2160,2,laut,1167.7,49.8,4.392,Sangat Tinggi,40.34,Hujan Lebat,0,26.54,reefer,0.0,27.4,0.36,19,88.33,High
synthetic-013404,kombinasi-037,2026-01-07,Susu Segar,2.5,168,8,kombinasi,2861.2,116.62,2.359,Sedang,26.24,Berawan,1,22.56,reefer,0.0,40.92,0.3373,10,69.9,Medium
synthetic-004513,darat-063,2026-01-07,Salmon Segar,0.5,72,6,darat,376.8,8.27,0.0,Tenang,12.15,Cerah,1,30.0,pasif,16.45,1.76,0.1013,7,39.62,Low
synthetic-000267,darat-003,2026-01-07,Salmon Segar,0.5,72,6,darat,482.9,10.5,0.0,Tenang,22.07,Cerah,1,30.0,reefer,0.0,7.8,0.0949,20,39.26,Low
synthetic-002790,darat-036,2026-01-07,Susu Segar,2.5,168,8,darat,230.8,5.13,0.0,Tenang,17.73,Cerah,1,30.0,reefer,0.0,1.73,0.0745,11,16.54,Low
synthetic-008089,laut-044,2026-01-07,Susu Segar,2.5,168,8,laut,1601.0,68.88,5.34,Sangat Tinggi,42.29,Hujan Badai,0,30.87,pasif,27.59,26.98,0.3883,6,93.33,High
synthetic-010263,laut-076,2026-01-07,Ayam Segar,2.0,48,6,laut,1019.8,51.09,2.765,Tinggi,31.14,Berawan Tebal,0,32.94,reefer,0.0,21.6,0.2614,3,81.63,High
synthetic-007639,laut-038,2026-01-07,Daging Sapi Segar,1.5,120,12,laut,607.4,33.7,1.105,Rendah,12.13,Cerah Berawan,1,32.29,reefer,0.0,8.95,0.1501,21,37.54,Low
synthetic-003014,darat-040,2026-01-07,Susu Segar,2.5,168,8,darat,420.6,9.5,0.0,Tenang,5.28,Hujan Ringan,1,30.0,reefer,0.0,8.23,0.0941,15,31.33,Low
synthetic-005366,laut-005,2026-01-07,Udang Beku,-19.0,4320,48,laut,1320.8,54.62,0.901,Rendah,15.87,Cerah,1,29.58,reefer,0.0,21.0,0.2383,19,37.74,Low
synthetic-007154,laut-031,2026-01-08,Susu Segar,2.5,168,8,laut,1766.8,74.92,2.956,Tinggi,28.23,Hujan Sedang,0,32.17,reefer,0.0,31.43,0.3219,18,81.5,High
synthetic-002732,darat-035,2026-01-08,Udang Beku,-19.0,4320,48,darat,551.0,12.37,0.0,Tenang,7.1,Cerah Berawan,1,30.0,reefer,0.0,5.76,0.1051,10,12.65,Low
synthetic-014102,kombinasi-046,2026-01-08,Ayam Segar,2.0,48,6,kombinasi,1112.1,46.5,4.448,Sangat Tinggi,36.42,Hujan Badai,0,32.27,pasif,28.65,30.57,0.3635,13,93.33,High
synthetic-011761,kombinasi-016,2026-01-08,Tuna Segar,0.5,96,4,kombinasi,1168.5,48.55,0.872,Rendah,5.16,Cerah,1,32.36,reefer,0.0,20.6,0.2284,21,55.64,Low
synthetic-014135,kombinasi-047,2026-01-08,Ayam Segar,2.0,48,6,kombinasi,1197.0,51.8,1.591,Sedang,24.34,Berawan,1,28.13,reefer,0.0,23.63,0.3158,0,73.71,Medium
synthetic-011713,kombinasi-015,2026-01-08,Salmon Segar,0.5,72,6,kombinasi,951.8,43.94,0.625,Rendah,5.0,Cerah Berawan,1,32.01,reefer,0.0,22.1,0.2032,7,55.39,Low
synthetic-009834,laut-070,2026-01-08,Ayam Segar,2.0,48,6,laut,2496.9,101.27,2.138,Sedang,32.35,Hujan Ringan,1,24.31,reefer,0.0,31.11,0.2403,14,67.5,Medium
synthetic-013465,kombinasi-038,2026-01-08,Sayuran Daun Segar,2.0,72,6,kombinasi,319.4,21.2,0.584,Rendah,7.05,Berawan,1,30.24,reefer,0.0,13.95,0.129,22,48.04,Low
synthetic-001801,darat-023,2026-01-08,Susu Segar,2.5,168,8,darat,224.4,5.41,0.0,Tenang,11.46,Cerah,1,30.0,pasif,27.88,5.1,0.096,3,49.77,Low
synthetic-007054,laut-029,2026-01-08,Daging Sapi Segar,1.5,120,12,laut,773.3,39.22,0.781,Rendah,5.0,Berawan,1,30.07,reefer,0.0,14.93,0.2306,22,55.16,Low
synthetic-011895,kombinasi-017,2026-01-08,Salmon Segar,0.5,72,6,kombinasi,1414.4,60.06,3.953,Tinggi,44.77,Hujan Sedang,0,25.21,reefer,0.0,29.07,0.3327,10,87.74,High
synthetic-005309,laut-004,2026-01-08,Sayuran Daun Segar,2.0,72,6,laut,3992.2,157.87,0.421,Tenang,5.0,Cerah Berawan,1,26.55,reefer,0.0,49.12,0.3181,5,66.9,Medium
synthetic-007691,laut-038,2026-01-08,Sayuran Daun Segar,2.0,72,6,laut,607.4,34.21,0.079,Tenang,5.0,Cerah,1,31.72,reefer,0.0,8.95,0.1501,22,44.36,Low
synthetic-011260,kombinasi-009,2026-01-08,Susu Segar,2.5,168,8,kombinasi,4031.6,150.76,4.497,Sangat Tinggi,49.72,Hujan Badai,0,25.14,reefer,0.0,58.62,0.3993,16,93.33,High
synthetic-007198,laut-031,2026-01-08,Udang Beku,-19.0,4320,48,laut,1766.8,75.8,2.607,Tinggi,27.27,Berawan Tebal,0,31.47,pasif,50.29,31.43,0.3219,0,71.99,Medium
synthetic-008117,laut-044,2026-01-08,Udang Segar,2.0,48,4,laut,1601.0,65.54,3.578,Tinggi,36.47,Berawan Tebal,0,29.11,reefer,0.0,26.98,0.3883,1,90.0,High
synthetic-003737,darat-051,2026-01-08,Sayuran Daun Segar,2.0,72,6,darat,388.9,8.63,0.0,Tenang,18.17,Cerah,1,30.0,pasif,16.35,3.53,0.0959,2,48.53,Low
synthetic-008878,laut-055,2026-01-09,Tuna Segar,0.5,96,4,laut,1182.8,53.03,7.065,Ekstrem,70.2,Hujan Badai,0,24.25,reefer,0.0,23.87,0.3601,14,96.67,High
synthetic-011932,kombinasi-018,2026-01-09,Es Krim,-19.0,2160,2,kombinasi,1726.8,62.32,3.409,Tinggi,30.23,Hujan Lebat,0,24.39,reefer,0.0,31.43,0.3958,0,90.0,High
synthetic-010244,laut-076,2026-01-09,Salmon Segar,0.5,72,6,laut,1019.8,42.96,2.784,Tinggi,25.0,Hujan Lebat,0,28.67,pasif,28.15,21.6,0.2614,5,90.0,High
synthetic-009324,laut-061,2026-01-09,Susu Segar,2.5,168,8,laut,1042.8,46.01,2.576,Tinggi,33.2,Berawan Tebal,0,33.8,reefer,0.0,19.98,0.2626,4,76.97,Medium
synthetic-013683,kombinasi-040,2026-01-09,Salmon Segar,0.5,72,6,kombinasi,3090.1,107.23,2.478,Sedang,16.31,Cerah Berawan,1,26.54,reefer,0.0,48.44,0.4023,0,76.67,Medium
synthetic-014282,kombinasi-048,2026-01-09,Daging Sapi Segar,1.5,120,12,kombinasi,3887.4,141.67,1.77,Sedang,11.67,Cerah Berawan,1,28.74,reefer,0.0,57.02,0.3952,22,74.78,Medium
synthetic-010332,laut-077,2026-01-09,Buah Potong Segar,3.0,48,4,laut,1058.8,46.34,3.119,Tinggi,30.08,Berawan Tebal,0,26.78,reefer,0.0,16.29,0.3308,4,85.43,High
synthetic-005290,laut-004,2026-01-09,Sayuran Daun Segar,2.0,72,6,laut,3992.2,148.2,1.288,Sedang,13.16,Berawan,1,30.59,pasif,28.03,49.12,0.3181,14,76.67,Medium
synthetic-010440,laut-078,2026-01-09,Es Krim,-19.0,2160,2,laut,3894.5,147.56,0.236,Tenang,8.78,Cerah,1,29.97,reefer,0.0,47.69,0.2429,18,53.01,Low
synthetic-009151,laut-058,2026-01-09,Daging Sapi Segar,1.5,120,12,laut,613.0,31.52,3.513,Tinggi,37.03,Hujan Sedang,0,25.91,reefer,0.0,14.48,0.2212,0,74.78,Medium
synthetic-010106,laut-074,2026-01-09,Salmon Segar,0.5,72,6,laut,908.5,40.51,0.551,Rendah,9.11,Cerah Berawan,1,23.77,reefer,0.0,15.98,0.1817,4,54.5,Low
synthetic-013897,kombinasi-043,2026-01-09,Daging Sapi Segar,1.5,120,12,kombinasi,1581.0,64.52,0.1,Tenang,10.01,Cerah Berawan,1,29.18,pasif,29.01,25.06,0.2681,11,68.57,Medium
synthetic-005473,laut-007,2026-01-09,Buah Potong Segar,3.0,48,4,laut,992.0,44.82,5.195,Sangat Tinggi,46.25,Berawan Tebal,0,24.93,reefer,0.0,18.2,0.2522,8,84.22,High
synthetic-006945,laut-028,2026-01-09,Ayam Segar,2.0,48,6,laut,1066.5,46.71,1.305,Sedang,12.87,Hujan Ringan,1,26.39,reefer,0.0,14.93,0.1943,22,59.77,Low
synthetic-006263,laut-019,2026-01-09,Tuna Segar,0.5,96,4,laut,2305.5,92.87,1.68,Sedang,12.07,Berawan,1,30.15,reefer,0.0,38.6,0.3794,11,76.15,Medium
synthetic-011138,kombinasi-008,2026-01-09,Daging Sapi Segar,1.5,120,12,kombinasi,1040.0,44.09,2.516,Tinggi,25.38,Hujan Sedang,0,34.92,pasif,27.45,27.89,0.3561,3,90.0,High
synthetic-000751,darat-009,2026-01-09,Salmon Segar,0.5,72,6,darat,137.6,3.1,0.0,Tenang,22.13,Cerah,1,30.0,reefer,0.0,2.32,0.0739,14,31.17,Low
synthetic-010980,kombinasi-006,2026-01-10,Es Krim,-19.0,2160,2,kombinasi,1974.1,80.99,3.835,Tinggi,36.77,Berawan Tebal,0,24.09,reefer,0.0,35.45,0.3997,5,90.0,High
synthetic-003835,darat-053,2026-01-10,Sayuran Daun Segar,2.0,72,6,darat,199.9,4.5,0.0,Tenang,14.15,Hujan Ringan,1,30.0,pasif,14.38,1.65,0.0755,12,23.61,Low
synthetic-001506,darat-019,2026-01-10,Udang Segar,2.0,48,4,darat,241.4,5.58,0.0,Tenang,12.32,Cerah,1,30.0,reefer,0.0,6.09,0.0769,11,44.66,Low
synthetic-011096,kombinasi-007,2026-01-10,Daging Sapi Segar,1.5,120,12,kombinasi,1443.5,59.67,1.027,Rendah,14.32,Cerah Berawan,1,27.46,reefer,0.0,23.98,0.2571,11,58.34,Low
synthetic-008640,laut-051,2026-01-10,Daging Sapi Segar,1.5,120,12,laut,1050.0,46.86,1.197,Rendah,15.98,Cerah Berawan,1,33.66,reefer,0.0,18.49,0.1977,21,54.96,Low
synthetic-009334,laut-061,2026-01-10,Salmon Segar,0.5,72,6,laut,1042.8,47.58,2.251,Sedang,21.58,Berawan,1,26.17,reefer,0.0,19.98,0.2626,7,64.38,Medium
synthetic-009567,laut-065,2026-01-10,Salmon Segar,0.5,72,6,laut,3771.6,131.95,0.7,Rendah,10.45,Berawan,1,26.67,reefer,0.0,46.51,0.3175,7,69.29,Medium
synthetic-007211,laut-031,2026-01-10,Udang Segar,2.0,48,4,laut,1766.8,72.17,2.693,Tinggi,33.22,Hujan Lebat,0,29.78,reefer,0.0,31.43,0.3219,6,89.99,High
synthetic-000822,darat-010,2026-01-10,Susu Segar,2.5,168,8,darat,462.7,10.76,0.0,Tenang,12.29,Cerah Berawan,1,30.0,reefer,0.0,4.58,0.0952,23,24.15,Low
synthetic-003591,darat-049,2026-01-10,Sayuran Daun Segar,2.0,72,6,darat,262.1,5.97,0.0,Tenang,5.0,Cerah Berawan,1,30.0,reefer,0.0,8.09,0.0863,8,38.88,Low
synthetic-012323,kombinasi-023,2026-01-10,Es Krim,-19.0,2160,2,kombinasi,2211.4,96.13,2.495,Sedang,28.65,Hujan Ringan,1,29.86,reefer,0.0,33.0,0.3363,17,68.86,Medium
synthetic-004042,darat-056,2026-01-10,Salmon Segar,0.5,72,6,darat,206.2,5.06,0.0,Tenang,25.58,Cerah Berawan,1,30.0,reefer,0.0,4.21,0.0873,12,32.36,Low
synthetic-008337,laut-047,2026-01-10,Udang Segar,2.0,48,4,laut,127.9,17.26,0.952,Rendah,5.0,Cerah,1,27.38,pasif,24.89,7.79,0.1099,5,73.33,Medium
synthetic-013043,kombinasi-032,2026-01-10,Buah Potong Segar,3.0,48,4,kombinasi,892.2,38.91,5.698,Sangat Tinggi,61.13,Hujan Badai,0,26.16,reefer,0.0,23.11,0.2816,17,86.46,High
synthetic-003746,darat-052,2026-01-10,Udang Segar,2.0,48,4,darat,90.1,2.06,0.0,Tenang,27.57,Cerah,1,30.0,reefer,0.0,4.4,0.0927,2,40.11,Low
synthetic-001591,darat-020,2026-01-10,Es Krim,-19.0,2160,2,darat,219.7,4.53,0.0,Tenang,18.46,Cerah,1,30.0,pasif,37.29,4.12,0.0773,7,57.68,Low
synthetic-002979,darat-040,2026-01-10,Daging Sapi Segar,1.5,120,12,darat,420.6,8.51,0.0,Tenang,14.36,Berawan,1,30.0,reefer,0.0,8.23,0.0941,3,29.19,Low
synthetic-001341,darat-017,2026-01-10,Udang Segar,2.0,48,4,darat,127.8,3.06,0.0,Tenang,33.04,Cerah Berawan,1,30.0,reefer,0.0,3.84,0.0841,5,26.99,Low
synthetic-012222,kombinasi-021,2026-01-11,Susu Segar,2.5,168,8,kombinasi,745.2,35.93,1.69,Sedang,23.19,Cerah Berawan,1,27.1,reefer,0.0,21.72,0.2514,4,61.93,Low
synthetic-013442,kombinasi-037,2026-01-11,Es Krim,-19.0,2160,2,kombinasi,2861.2,111.39,2.778,Tinggi,25.16,Hujan Lebat,0,32.73,pasif,48.94,40.92,0.3373,22,90.0,High
synthetic-008712,laut-053,2026-01-11,Susu Segar,2.5,168,8,laut,2656.1,100.59,5.973,Sangat Tinggi,53.82,Hujan Badai,0,27.62,reefer,0.0,38.92,0.3854,3,92.76,High
synthetic-008135,laut-045,2026-01-11,Daging Sapi Segar,1.5,120,12,laut,728.9,35.14,2.709,Tinggi,20.5,Hujan Lebat,0,28.88,reefer,0.0,18.79,0.2267,23,76.02,Medium
synthetic-005135,laut-002,2026-01-11,Ayam Segar,2.0,48,6,laut,1167.7,54.82,4.312,Sangat Tinggi,41.96,Berawan Tebal,0,27.03,reefer,0.0,27.4,0.36,5,93.33,High
synthetic-000488,darat-006,2026-01-11,Salmon Segar,0.5,72,6,darat,273.4,5.61,0.0,Tenang,13.23,Cerah,1,30.0,reefer,0.0,3.98,0.0902,9,23.82,Low
synthetic-000582,darat-007,2026-01-11,Udang Segar,2.0,48,4,darat,200.4,4.47,0.0,Tenang,17.15,Cerah,1,30.0,pasif,25.52,3.59,0.0739,13,68.95,Medium
synthetic-003516,darat-048,2026-01-11,Sayuran Daun Segar,2.0,72,6,darat,402.1,8.46,0.0,Tenang,12.96,Berawan,1,30.0,reefer,0.0,5.9,0.0866,10,25.72,Low
synthetic-013273,kombinasi-035,2026-01-11,Ayam Segar,2.0,48,6,kombinasi,2044.7,77.23,11.147,Sangat Ekstrem,110.0,Hujan Badai,0,25.15,reefer,0.0,33.19,0.406,12,100.0,High
synthetic-014136,kombinasi-047,2026-01-11,Sayuran Daun Segar,2.0,72,6,kombinasi,1197.0,51.12,2.287,Sedang,17.24,Berawan,1,30.57,pasif,28.19,23.63,0.3158,14,76.67,Medium
synthetic-011789,kombinasi-016,2026-01-11,Ayam Segar,2.0,48,6,kombinasi,1168.5,50.33,0.953,Rendah,14.32,Cerah,1,27.14,reefer,0.0,20.6,0.2284,2,59.81,Low
synthetic-007821,laut-040,2026-01-11,Buah Potong Segar,3.0,48,4,laut,542.9,32.65,3.4,Tinggi,34.39,Hujan Lebat,0,30.14,reefer,0.0,16.15,0.2708,5,79.25,High
synthetic-004296,darat-060,2026-01-11,Sayuran Daun Segar,2.0,72,6,darat,77.0,1.77,0.0,Tenang,20.73,Cerah,1,30.0,reefer,0.0,4.77,0.0661,6,37.76,Low
synthetic-003886,darat-054,2026-01-11,Ayam Segar,2.0,48,6,darat,179.9,3.97,0.0,Tenang,13.77,Cerah Berawan,1,30.0,pasif,7.56,1.77,0.0789,16,17.4,Low
synthetic-007047,laut-029,2026-01-11,Daging Sapi Segar,1.5,120,12,laut,773.3,40.92,1.257,Sedang,9.51,Hujan Ringan,1,25.46,reefer,0.0,14.93,0.2306,14,61.5,Low
synthetic-003058,darat-040,2026-01-11,Buah Potong Segar,3.0,48,4,darat,420.6,9.74,0.0,Tenang,21.52,Berawan,1,30.0,reefer,0.0,8.23,0.0941,6,43.53,Low
synthetic-006332,laut-020,2026-01-11,Buah Potong Segar,3.0,48,4,laut,1449.4,63.48,0.511,Rendah,5.0,Cerah Berawan,1,30.11,reefer,0.0,17.12,0.2418,14,57.5,Low
synthetic-014341,kombinasi-049,2026-01-11,Salmon Segar,0.5,72,6,kombinasi,1073.4,48.51,1.376,Sedang,17.98,Berawan,1,25.26,reefer,0.0,24.25,0.2947,1,68.15,Medium
synthetic-009525,laut-064,2026-01-11,Daging Sapi Segar,1.5,120,12,laut,2282.1,87.02,6.548,Ekstrem,71.21,Hujan Badai,0,28.66,pasif,29.56,33.27,0.3238,0,96.67,High
synthetic-001697,darat-021,2026-01-11,Susu Segar,2.5,168,8,darat,155.2,3.47,0.0,Tenang,17.65,Cerah Berawan,1,30.0,reefer,0.0,1.0,0.0768,8,11.29,Low
synthetic-001652,darat-021,2026-01-11,Udang Beku,-19.0,4320,48,darat,155.2,3.29,0.0,Tenang,9.1,Cerah Berawan,1,30.0,reefer,0.0,1.0,0.0768,5,6.53,Low
synthetic-003653,darat-050,2026-01-11,Tuna Segar,0.5,96,4,darat,306.1,7.23,0.0,Tenang,17.36,Berawan,1,30.0,reefer,0.0,6.72,0.0849,17,38.85,Low
synthetic-003613,darat-050,2026-01-11,Daging Sapi Segar,1.5,120,12,darat,306.1,6.84,0.0,Tenang,13.27,Cerah,1,30.0,reefer,0.0,6.72,0.0849,23,26.17,Low
synthetic-003996,darat-055,2026-01-11,Udang Segar,2.0,48,4,darat,159.9,3.59,0.0,Tenang,6.68,Cerah Berawan,1,30.0,pasif,10.99,2.29,0.0932,17,50.04,Low
synthetic-002682,darat-035,2026-01-11,Daging Sapi Segar,1.5,120,12,darat,551.0,11.84,0.0,Tenang,20.88,Berawan,1,30.0,reefer,0.0,5.76,0.1051,14,16.86,Low
synthetic-006999,laut-028,2026-01-11,Ayam Segar,2.0,48,6,laut,1066.5,44.85,0.232,Tenang,5.0,Cerah,1,33.42,pasif,28.11,14.93,0.1943,16,70.0,Medium
synthetic-010575,kombinasi-000,2026-01-12,Udang Beku,-19.0,4320,48,kombinasi,3120.8,118.21,2.383,Sedang,13.37,Hujan Ringan,1,28.88,reefer,0.0,48.31,0.3985,1,73.98,Medium
synthetic-001817,darat-024,2026-01-12,Sayuran Daun Segar,2.0,72,6,darat,185.2,4.32,0.0,Tenang,6.35,Cerah,1,30.0,pasif,13.03,7.15,0.0919,0,54.09,Low
synthetic-010076,laut-073,2026-01-12,Udang Beku,-19.0,4320,48,laut,1515.4,64.02,0.79,Rendah,12.93,Cerah Berawan,1,27.29,reefer,0.0,27.92,0.3185,18,48.18,Low
synthetic-006489,laut-021,2026-01-12,Susu Segar,2.5,168,8,laut,2599.4,108.62,0.486,Tenang,5.0,Cerah,1,33.29,reefer,0.0,37.38,0.3775,9,62.55,Medium
synthetic-000179,darat-001,2026-01-12,Tuna Segar,0.5,96,4,darat,120.7,2.65,0.0,Tenang,21.5,Cerah,1,30.0,pasif,12.52,4.59,0.0712,6,51.42,Low
synthetic-004925,laut-000,2026-01-12,Es Krim,-19.0,2160,2,laut,963.7,47.52,0.305,Tenang,5.0,Berawan,1,27.57,pasif,47.13,19.86,0.2566,17,70.0,Medium
synthetic-009269,laut-060,2026-01-12,Buah Potong Segar,3.0,48,4,laut,2132.7,77.46,3.815,Tinggi,38.83,Hujan Sedang,0,27.47,reefer,0.0,32.91,0.3908,1,90.0,High
synthetic-009252,laut-060,2026-01-12,Susu Segar,2.5,168,8,laut,2132.7,81.73,2.17,Sedang,20.84,Berawan,1,32.33,reefer,0.0,32.91,0.3908,20,74.04,Medium
synthetic-013336,kombinasi-036,2026-01-12,Buah Potong Segar,3.0,48,4,kombinasi,1256.9,54.91,9.495,Sangat Ekstrem,89.57,Hujan Lebat,0,28.14,pasif,27.82,25.4,0.3833,10,100.0,High
synthetic-008052,laut-043,2026-01-12,Sayuran Daun Segar,2.0,72,6,laut,2194.6,86.19,0.847,Rendah,10.23,Cerah Berawan,1,29.13,pasif,28.76,38.54,0.3883,14,73.33,Medium
synthetic-006663,laut-024,2026-01-12,Es Krim,-19.0,2160,2,laut,1397.4,58.79,6.057,Ekstrem,55.63,Hujan Lebat,0,31.48,reefer,0.0,26.16,0.3664,14,95.99,High
synthetic-007801,laut-040,2026-01-12,Es Krim,-19.0,2160,2,laut,542.9,32.28,1.972,Sedang,18.93,Cerah Berawan,1,29.65,pasif,46.51,16.15,0.2708,23,76.67,Medium
synthetic-001857,darat-025,2026-01-12,Susu Segar,2.5,168,8,darat,195.4,4.79,0.0,Tenang,20.72,Cerah,1,30.0,pasif,16.08,1.74,0.0747,18,26.43,Low
synthetic-002418,darat-031,2026-01-12,Ayam Segar,2.0,48,6,darat,188.1,3.58,0.0,Tenang,32.3,Berawan,1,30.0,reefer,0.0,4.23,0.0731,20,31.01,Low
synthetic-012650,kombinasi-027,2026-01-12,Ayam Segar,2.0,48,6,kombinasi,2767.9,104.77,1.082,Rendah,16.36,Cerah Berawan,1,29.7,pasif,28.95,38.43,0.3388,3,73.33,Medium
synthetic-008286,laut-047,2026-01-12,Es Krim,-19.0,2160,2,laut,127.9,17.34,0.462,Tenang,5.0,Cerah,1,23.35,reefer,0.0,7.79,0.1099,1,40.01,Low
synthetic-007468,laut-035,2026-01-12,Es Krim,-19.0,2160,2,laut,1287.7,58.62,0.734,Rendah,7.9,Berawan,1,27.03,reefer,0.0,17.05,0.2184,18,52.28,Low
synthetic-004131,darat-057,2026-01-12,Sayuran Daun Segar,2.0,72,6,darat,711.9,15.04,0.0,Tenang,17.04,Berawan,1,30.0,reefer,0.0,10.3,0.1097,9,42.32,Low
synthetic-002892,darat-038,2026-01-12,Ayam Segar,2.0,48,6,darat,140.4,2.84,0.0,Tenang,11.57,Berawan,1,30.0,reefer,0.0,4.96,0.0781,8,39.04,Low
synthetic-003502,darat-048,2026-01-12,Salmon Segar,0.5,72,6,darat,402.1,8.29,0.0,Tenang,25.18,Berawan,1,30.0,reefer,0.0,5.9,0.0866,20,38.48,Low
synthetic-000290,darat-003,2026-01-12,Daging Sapi Segar,1.5,120,12,darat,482.9,10.53,0.0,Tenang,10.02,Cerah,1,30.0,reefer,0.0,7.8,0.0949,6,25.08,Low
synthetic-012142,kombinasi-020,2026-01-13,Es Krim,-19.0,2160,2,kombinasi,1749.6,72.2,2.204,Sedang,27.57,Hujan Ringan,1,28.45,pasif,48.87,31.3,0.3968,15,76.67,Medium
synthetic-002015,darat-026,2026-01-13,Ayam Segar,2.0,48,6,darat,362.9,8.13,0.0,Tenang,13.58,Hujan Ringan,1,30.0,reefer,0.0,5.3,0.0911,9,39.59,Low
synthetic-011560,kombinasi-013,2026-01-13,Udang Segar,2.0,48,4,kombinasi,1135.2,44.55,0.311,Tenang,5.0,Cerah,1,32.18,pasif,26.05,22.38,0.3038,1,70.0,Medium
synthetic-014193,kombinasi-047,2026-01-13,Udang Segar,2.0,48,4,kombinasi,1197.0,56.13,1.224,Rendah,19.74,Berawan,1,24.51,reefer,0.0,23.63,0.3158,4,66.69,Medium
